Post Link,Creation Date,Cumulative questions
65478364,2020-12-28 13:28:25,736
65489837,2020-12-29 09:11:01,737
65493419,2020-12-29 14:05:53,738
65529958,2021-01-01 13:13:11,739
65551043,2021-01-03 14:41:27,740
65705369,2021-01-13 15:53:47,741
65735166,2021-01-15 11:18:34,742
65765569,2021-01-17 20:25:01,743
65795495,2021-01-19 16:24:45,744
65824760,2021-01-21 09:44:06,745
65833844,2021-01-21 18:43:04,746
65885477,2021-01-25 13:14:05,747
65907226,2021-01-26 18:35:25,748
65909692,2021-01-26 21:43:10,749
65915450,2021-01-27 08:32:54,750
65934043,2021-01-28 09:08:34,751
65953523,2021-01-29 11:22:57,752
65963232,2021-01-29 23:51:47,753
65992501,2021-02-01 12:11:12,754
66007172,2021-02-02 09:45:49,755
66023236,2021-02-03 07:49:30,756
66023404,2021-02-03 08:00:33,757
66036531,2021-02-03 22:16:39,758
66046403,2021-02-04 13:13:52,759
66138604,2021-02-10 14:15:38,760
66146474,2021-02-10 23:08:43,761
66180096,2021-02-12 22:57:17,762
66228195,2021-02-16 16:19:32,763
66249103,2021-02-17 19:57:03,764
66320703,2021-02-22 17:39:27,765
66372070,2021-02-25 16:03:40,766
66372976,2021-02-25 16:55:26,767
66393021,2021-02-26 21:28:56,768
66400589,2021-02-27 15:54:39,769
66457694,2021-03-03 13:06:18,770
66476157,2021-03-04 13:35:55,771
66477689,2021-03-04 15:02:45,772
66531736,2021-03-08 14:35:33,773
66547334,2021-03-09 12:57:44,774
66579016,2021-03-11 08:41:45,775
66580641,2021-03-11 10:25:30,776
66590242,2021-03-11 20:40:56,777
66694383,2021-03-18 15:43:38,778
66698779,2021-03-18 20:37:48,779
66700991,2021-03-19 00:25:45,780
66702457,2021-03-19 04:21:15,781
66704953,2021-03-19 08:41:28,782
66727410,2021-03-20 23:20:10,783
66782118,2021-03-24 13:29:26,784
66798307,2021-03-25 11:12:50,785
66805633,2021-03-25 18:31:53,786
66812930,2021-03-26 07:54:32,787
66830290,2021-03-27 10:29:56,788
66831185,2021-03-27 12:10:18,789
66873358,2021-03-30 14:53:31,790
66875462,2021-03-30 17:13:21,791
66888895,2021-03-31 13:31:51,792
66921608,2021-04-02 15:27:24,793
66951900,2021-04-05 10:57:29,794
66981798,2021-04-07 07:57:01,795
66993615,2021-04-07 20:22:21,796
67004739,2021-04-08 13:12:35,797
67007274,2021-04-08 15:32:09,798
67018225,2021-04-09 09:06:38,799
67043329,2021-04-11 09:23:12,800
67075382,2021-04-13 12:58:43,801
67087668,2021-04-14 07:56:01,802
67097222,2021-04-14 18:31:16,803
67158748,2021-04-19 08:44:38,804
67224747,2021-04-23 06:06:51,805
67225040,2021-04-23 06:33:39,806
67263063,2021-04-26 08:14:37,807
67362737,2021-05-03 02:07:17,808
67419186,2021-05-06 13:30:01,809
67421684,2021-05-06 15:50:46,810
67483836,2021-05-11 09:15:20,811
67513364,2021-05-13 03:00:55,812
67518249,2021-05-13 11:11:08,813
67529394,2021-05-14 05:19:44,814
67599108,2021-05-19 07:57:12,815
67615030,2021-05-20 06:30:21,816
67667101,2021-05-24 05:33:52,817
67678075,2021-05-24 19:42:48,818
67725471,2021-05-27 15:36:13,819
67727452,2021-05-27 17:49:45,820
67759897,2021-05-30 10:00:35,821
67784329,2021-06-01 07:18:35,822
67816990,2021-06-03 07:15:03,823
67818384,2021-06-03 08:55:26,824
67819625,2021-06-03 10:18:14,825
67914134,2021-06-10 03:09:12,826
67940559,2021-06-11 16:32:58,827
67956904,2021-06-13 09:48:42,828
67979662,2021-06-15 03:34:32,829
67997321,2021-06-16 06:17:32,830
67997800,2021-06-16 06:57:41,831
68126983,2021-06-25 07:17:31,832
68182242,2021-06-29 16:06:41,833
68206741,2021-07-01 08:21:21,834
68231020,2021-07-02 20:35:51,835
68288218,2021-07-07 14:45:49,836
68297291,2021-07-08 07:27:16,837
68389197,2021-07-15 06:53:32,838
68399179,2021-07-15 18:35:22,839
68440222,2021-07-19 12:06:30,840
68461423,2021-07-20 21:15:04,841
68462029,2021-07-20 22:26:43,842
68470516,2021-07-21 13:36:37,843
68482148,2021-07-22 09:10:15,844
68498672,2021-07-23 11:48:21,845
68513203,2021-07-24 19:31:28,846
68538143,2021-07-27 02:10:49,847
68586239,2021-07-30 06:15:12,848
68608364,2021-08-01 07:34:24,849
68632690,2021-08-03 08:27:45,850
68633421,2021-08-03 09:20:23,851
68674093,2021-08-05 22:18:15,852
68713810,2021-08-09 14:27:33,853
68812898,2021-08-17 06:58:30,854
68866250,2021-08-20 17:47:27,855
68923235,2021-08-25 12:47:21,856
68938259,2021-08-26 12:09:22,857
68947561,2021-08-27 03:02:09,858
68953861,2021-08-27 12:59:57,859
68985033,2021-08-30 13:32:33,860
68999010,2021-08-31 12:51:04,861
69039901,2021-09-03 05:25:50,862
69092061,2021-09-07 16:58:11,863
69211324,2021-09-16 15:35:16,864
69304074,2021-09-23 16:54:11,865
69306865,2021-09-23 21:03:42,866
69340387,2021-09-27 01:57:20,867
69348922,2021-09-27 15:01:56,868
69366421,2021-09-28 17:56:42,869
69388766,2021-09-30 08:23:58,870
69401310,2021-10-01 06:16:54,871
69435396,2021-10-04 11:41:32,872
69447589,2021-10-05 09:00:11,873
69465331,2021-10-06 11:59:51,874
69479953,2021-10-07 11:01:00,875
69492373,2021-10-08 07:53:54,876
69503991,2021-10-09 05:24:04,877
69516162,2021-10-10 14:41:50,878
69516242,2021-10-10 14:53:20,879
69527394,2021-10-11 13:55:21,880
69546869,2021-10-12 20:50:41,881
69558798,2021-10-13 16:08:47,882
69596813,2021-10-16 15:05:10,883
69615255,2021-10-18 11:28:56,884
69643188,2021-10-20 09:04:10,885
69657843,2021-10-21 07:43:55,886
69736935,2021-10-27 10:25:04,887
69738188,2021-10-27 11:54:12,888
69764078,2021-10-29 05:33:17,889
69768500,2021-10-29 11:59:51,890
69769222,2021-10-29 12:53:57,891
69807330,2021-11-02 08:29:18,892
69817183,2021-11-02 21:33:58,893
69853619,2021-11-05 12:56:49,894
69880461,2021-11-08 08:24:27,895
69888019,2021-11-08 18:06:09,896
69957865,2021-11-13 20:11:15,897
70063154,2021-11-22 08:57:57,898
70081473,2021-11-23 13:07:16,899
70083872,2021-11-23 15:51:33,900
70097148,2021-11-24 13:40:11,901
70106255,2021-11-25 05:36:55,902
70135189,2021-11-27 13:24:52,903
70152336,2021-11-29 09:27:00,904
70180941,2021-12-01 08:17:17,905
70184360,2021-12-01 12:38:21,906
70196720,2021-12-02 09:10:57,907
70201593,2021-12-02 14:49:07,908
70242219,2021-12-06 07:42:31,909
70374726,2021-12-16 06:26:39,910
70389824,2021-12-17 07:38:37,911
70390377,2021-12-17 08:37:04,912
70427985,2021-12-20 21:00:40,913
70461143,2021-12-23 10:56:18,914
70496486,2021-12-27 14:04:06,915
70504202,2021-12-28 07:56:25,916
70531282,2021-12-30 11:53:13,917
70544338,2021-12-31 17:14:10,918
70602753,2022-01-06 05:09:33,919
70623158,2022-01-07 15:02:13,920
70653634,2022-01-10 14:03:53,921
70668225,2022-01-11 14:09:52,922
70708709,2022-01-14 09:48:14,923
70709420,2022-01-14 10:48:09,924
70757061,2022-01-18 14:17:56,925
70768219,2022-01-19 09:34:18,926
70770932,2022-01-19 12:53:32,927
70788200,2022-01-20 14:43:29,928
70802983,2022-01-21 14:35:09,929
70831191,2022-01-24 08:53:01,930
70844755,2022-01-25 07:22:58,931
70886732,2022-01-27 22:43:27,932
70894419,2022-01-28 13:19:07,933
70901023,2022-01-28 22:33:06,934
70908163,2022-01-29 17:51:10,935
70917962,2022-01-30 19:04:49,936
70937608,2022-02-01 08:42:28,937
70938719,2022-02-01 10:09:41,938
71019055,2022-02-07 13:04:49,939
71028897,2022-02-08 05:13:57,940
71030931,2022-02-08 08:49:16,941
71170150,2022-02-18 08:04:54,942
71170177,2022-02-18 08:07:21,943
71210198,2022-02-21 17:00:17,944
71246892,2022-02-24 03:51:01,945
71292479,2022-02-28 08:49:42,946
71321786,2022-03-02 11:19:37,947
71331487,2022-03-03 02:36:16,948
71353168,2022-03-04 14:52:26,949
71391619,2022-03-08 07:52:29,950
71392198,2022-03-08 08:46:22,951
71394806,2022-03-08 12:09:05,952
71403184,2022-03-09 01:05:54,953
71420747,2022-03-10 08:12:58,954
71455388,2022-03-13 09:21:21,955
71474368,2022-03-14 21:18:18,956
71481521,2022-03-15 11:31:30,957
71525020,2022-03-18 09:40:53,958
71531049,2022-03-18 17:34:57,959
71549457,2022-03-20 18:19:26,960
71563029,2022-03-21 19:23:09,961
71640454,2022-03-27 21:27:16,962
71649887,2022-03-28 15:27:01,963
71675180,2022-03-30 09:59:14,964
71702679,2022-04-01 06:30:46,965
71712210,2022-04-01 19:58:43,966
71773539,2022-04-06 20:59:49,967
71777096,2022-04-07 06:04:34,968
71778730,2022-04-07 08:27:06,969
71832144,2022-04-11 17:44:50,970
71848124,2022-04-12 19:25:25,971
71848494,2022-04-12 20:00:17,972
71860575,2022-04-13 16:05:10,973
71959845,2022-04-21 19:17:56,974
71965286,2022-04-22 07:55:09,975
71972163,2022-04-22 16:49:01,976
71978512,2022-04-23 09:36:27,977
71985588,2022-04-24 04:54:18,978
71998516,2022-04-25 11:02:52,979
72030214,2022-04-27 14:05:21,980
72040990,2022-04-28 09:10:01,981
72061203,2022-04-29 16:45:32,982
72090152,2022-05-02 17:19:04,983
72094589,2022-05-03 03:35:10,984
72097793,2022-05-03 10:03:50,985
72110108,2022-05-04 08:40:53,986
72180924,2022-05-10 04:56:29,987
72188235,2022-05-10 14:30:16,988
72237330,2022-05-14 04:21:26,989
72242036,2022-05-14 16:19:35,990
72302785,2022-05-19 10:17:01,991
72313997,2022-05-20 05:34:51,992
72320093,2022-05-20 13:53:14,993
72322710,2022-05-20 17:28:15,994
72341098,2022-05-22 20:31:32,995
72344655,2022-05-23 07:22:32,996
72349565,2022-05-23 13:40:01,997
72376196,2022-05-25 10:46:25,998
72396104,2022-05-26 17:57:19,999
72430148,2022-05-30 06:47:58,1000
72520846,2022-06-06 16:40:27,1001
72574579,2022-06-10 12:49:54,1002
72609038,2022-06-13 21:07:59,1003
72623627,2022-06-14 21:35:24,1004
72633208,2022-06-15 14:29:26,1005
72634816,2022-06-15 16:28:47,1006
72649325,2022-06-16 16:51:10,1007
72651416,2022-06-16 20:12:43,1008
72652515,2022-06-16 22:28:06,1009
72656755,2022-06-17 08:55:33,1010
72678801,2022-06-19 17:04:06,1011
72698617,2022-06-21 09:43:55,1012
72703737,2022-06-21 15:49:50,1013
72705970,2022-06-21 19:05:39,1014
72745679,2022-06-24 14:36:25,1015
72840777,2022-07-02 16:40:31,1016
72864873,2022-07-05 06:31:30,1017
72865371,2022-07-05 07:15:34,1018
72879459,2022-07-06 07:29:33,1019
72893164,2022-07-07 06:27:43,1020
72894128,2022-07-07 07:50:47,1021
72910083,2022-07-08 10:28:52,1022
72937558,2022-07-11 11:06:50,1023
72958612,2022-07-12 21:33:21,1024
72958656,2022-07-12 21:37:59,1025
72991138,2022-07-15 08:26:06,1026
72992197,2022-07-15 09:53:09,1027
73011371,2022-07-17 11:28:20,1028
73050162,2022-07-20 10:39:14,1029
73068498,2022-07-21 15:00:59,1030
73085837,2022-07-22 20:39:27,1031
73089210,2022-07-23 08:33:18,1032
73090642,2022-07-23 12:12:39,1033
73090945,2022-07-23 12:55:40,1034
73106848,2022-07-25 09:23:59,1035
73118844,2022-07-26 06:48:25,1036
73152408,2022-07-28 11:49:01,1037
73167681,2022-07-29 13:44:29,1038
73178832,2022-07-30 20:28:45,1039
73196361,2022-08-01 15:48:06,1040
73248380,2022-08-05 10:34:02,1041
73270469,2022-08-07 19:31:50,1042
73280834,2022-08-08 15:58:21,1043
73282737,2022-08-08 18:52:02,1044
73284472,2022-08-08 22:02:48,1045
73305704,2022-08-10 11:43:54,1046
73309408,2022-08-10 16:02:07,1047
73345995,2022-08-13 16:32:52,1048
73362505,2022-08-15 14:36:57,1049
73365362,2022-08-15 19:01:45,1050
73367681,2022-08-16 00:42:50,1051
73373856,2022-08-16 12:16:36,1052
73402463,2022-08-18 11:40:13,1053
73427334,2022-08-20 14:03:08,1054
73442159,2022-08-22 08:26:28,1055
73452145,2022-08-23 00:15:05,1056
73455853,2022-08-23 08:59:49,1057
73492516,2022-08-25 18:57:16,1058
73492844,2022-08-25 19:31:25,1059
73509181,2022-08-27 07:40:58,1060
73552000,2022-08-31 07:00:28,1061
73567547,2022-09-01 10:02:34,1062
73577594,2022-09-02 03:49:21,1063
73579525,2022-09-02 08:04:12,1064
73582390,2022-09-02 12:11:14,1065
73587055,2022-09-02 19:13:09,1066
73613389,2022-09-05 18:23:22,1067
73621582,2022-09-06 11:51:05,1068
73650670,2022-09-08 14:23:16,1069
73675063,2022-09-10 20:46:53,1070
73680327,2022-09-11 15:03:12,1071
73690409,2022-09-12 13:51:22,1072
73699637,2022-09-13 08:14:56,1073
73703753,2022-09-13 13:20:24,1074
73745925,2022-09-16 13:58:43,1075
73755634,2022-09-17 14:22:07,1076
73767635,2022-09-19 01:54:58,1077
73774952,2022-09-19 14:26:06,1078
73776627,2022-09-19 16:34:10,1079
73847534,2022-09-25 20:07:13,1080
73855131,2022-09-26 13:47:21,1081
73886635,2022-09-28 19:03:03,1082
73904684,2022-09-30 06:16:27,1083
73961796,2022-10-05 14:19:12,1084
74011047,2022-10-10 06:41:06,1085
74049140,2022-10-13 00:04:13,1086
74065363,2022-10-14 06:50:02,1087
74066136,2022-10-14 08:02:23,1088
74069072,2022-10-14 12:16:02,1089
74071548,2022-10-14 15:27:49,1090
74080134,2022-10-15 14:07:42,1091
74108573,2022-10-18 09:21:24,1092
74117152,2022-10-18 20:34:45,1093
74134828,2022-10-20 05:28:28,1094
74177019,2022-10-24 05:41:33,1095
74179180,2022-10-24 09:38:03,1096
74181443,2022-10-24 12:58:11,1097
74197624,2022-10-25 16:50:51,1098
74209632,2022-10-26 14:39:06,1099
74219504,2022-10-27 09:11:30,1100
74295543,2022-11-02 20:55:42,1101
74302186,2022-11-03 11:13:37,1102
74305831,2022-11-03 15:44:52,1103
74336064,2022-11-06 13:01:15,1104
74356926,2022-11-08 07:16:13,1105
74388040,2022-11-10 11:10:20,1106
74392201,2022-11-10 16:22:02,1107
74426662,2022-11-14 03:33:00,1108
74436458,2022-11-14 18:48:15,1109
74459148,2022-11-16 10:48:55,1110
74541011,2022-11-23 02:07:15,1111
74542742,2022-11-23 06:47:41,1112
74548235,2022-11-23 14:16:16,1113
74566071,2022-11-24 20:48:27,1114
74575563,2022-11-25 16:26:37,1115
74593479,2022-11-27 20:11:53,1116
74685667,2022-12-05 09:05:06,1117
74700209,2022-12-06 09:34:18,1118
74705974,2022-12-06 16:30:44,1119
74723669,2022-12-07 22:48:56,1120
74748697,2022-12-09 22:07:04,1121
74773760,2022-12-12 15:52:57,1122
74795875,2022-12-14 09:10:50,1123
74822651,2022-12-16 09:41:40,1124
74891491,2022-12-22 16:47:05,1125
74918113,2022-12-26 07:29:24,1126
75044580,2023-01-07 23:49:41,1127
75072646,2023-01-10 16:01:34,1128
75075781,2023-01-10 20:59:45,1129
75078310,2023-01-11 04:22:04,1130
75078988,2023-01-11 06:16:42,1131
75079520,2023-01-11 07:22:29,1132
75089833,2023-01-11 22:51:43,1133
75098090,2023-01-12 14:45:47,1134
75098492,2023-01-12 15:12:42,1135
75132943,2023-01-16 10:27:34,1136
75144866,2023-01-17 10:12:36,1137
75205560,2023-01-23 03:56:59,1138
75265764,2023-01-28 06:14:51,1139
75288634,2023-01-30 18:28:26,1140
75303576,2023-01-31 21:57:06,1141
75315060,2023-02-01 19:09:20,1142
75333633,2023-02-03 09:14:29,1143
75334819,2023-02-03 11:06:00,1144
75339867,2023-02-03 18:47:18,1145
75354855,2023-02-05 19:15:38,1146
75388223,2023-02-08 15:42:49,1147
75406608,2023-02-10 03:18:24,1148
75416678,2023-02-10 22:25:07,1149
75426701,2023-02-12 11:40:04,1150
75442030,2023-02-13 23:11:13,1151
75461158,2023-02-15 14:19:22,1152
75469669,2023-02-16 08:39:44,1153
75469877,2023-02-16 09:00:11,1154
75489859,2023-02-17 22:40:44,1155
75532041,2023-02-22 11:23:19,1156
75533011,2023-02-22 12:58:11,1157
75535197,2023-02-22 15:55:51,1158
75540967,2023-02-23 05:40:52,1159
75554748,2023-02-24 09:23:30,1160
75565252,2023-02-25 11:58:14,1161
75570012,2023-02-26 04:31:02,1162
75584130,2023-02-27 18:17:43,1163
75600301,2023-03-01 06:41:07,1164
75629609,2023-03-03 16:29:16,1165
75630569,2023-03-03 18:17:04,1166
75634082,2023-03-04 06:37:35,1167
75648335,2023-03-06 07:59:30,1168
75662302,2023-03-07 13:00:07,1169
75669522,2023-03-08 04:48:08,1170
75672531,2023-03-08 11:37:38,1171
75719548,2023-03-13 08:36:13,1172
75722543,2023-03-13 13:31:16,1173
75727133,2023-03-13 21:40:30,1174
75779563,2023-03-19 01:06:07,1175
75798864,2023-03-21 08:34:08,1176
75799749,2023-03-21 10:05:22,1177
75839587,2023-03-25 04:02:45,1178
